Code,Company,Industry,Exchange
LAHOTIOV,LAHOTI OVERSEAS LTD.-$,Comm.Trading  & Distribution,BSE
LAKHOTIA,LAKHOTIA POLYESTERS (INDIA) LTD.,Textiles,BSE
LAKPRE,Lakshmi Precision Screws Limited,Iron & Steel Products,NSE
LAKPRE,Lakshmi Precision Screws Limited,Iron & Steel Products,BSE
LAKSELEC,LAKSHMI ELECTRICAL CONTROL SYSTEMS LTD.,Other Elect.Equip./ Prod.,BSE
LAKSHMIMIL,LAKSHMI MILLS COMPANY LTD.-$,Textiles,BSE
LAL,Lorenzini Apparels Ltd,Other Apparels & Accessories,BSE
LALPATHLAB,Dr. Lal Path Labs Ltd.,Healthcare Services,BSE
LALPATHLAB,Dr. Lal Path Labs Ltd.,Healthcare Services,NSE
LAMBODHARA,Lambodhara Textiles Limited,Textiles,BSE
LAMBODHARA,Lambodhara Textiles Limited,Textiles,NSE
LANCER,Lancer Container Lines Ltd,Transportation - Logistics,BSE
LANCORHOL,LANCOR HOLDINGS LTD.,Realty,BSE
LAOPALA,La Opala RG Limited,Houseware,BSE
LAOPALA,La Opala RG Limited,Houseware,NSE
LASA,Lasa Supergenerics Limited,Healthcare Services,BSE
LASA,Lasa Supergenerics Limited,Healthcare Services,NSE
LATENT,Latent Light Finance Ltd,Finance (including NBFCs),BSE
LATIMMETAL,La Tim Metal & Industries Ltd,Other Industrial Goods,BSE
LAURUSLABS,Laurus Labs Limited,Pharmaceuticals,NSE
LAURUSLABS,Laurus Labs Limited,Pharmaceuticals,BSE
LAXMIMACH,Lakshmi Machine Works Limited,Industrial Machinery,BSE
LAXMIMACH,Lakshmi Machine Works Limited,Industrial Machinery,NSE
LAXMIPATI,Laxmipati Engineering Works Ltd,Commercial Vehicles,BSE
LCCINFOTEC,LCC Infotech Limited,IT Software Products,BSE
LCCINFOTEC,LCC Infotech Limited,IT Software Products,NSE
LEADFIN,LEAD FINANCIAL SERVICES LTD.,Finance (including NBFCs),BSE
LEDOTEA,LEDO TEA CO.LTD.,Tea & Coffee,BSE
LEENEE,LEE & NEE SOFTWARES (EXPORTS) LTD.,BPO/KPO,BSE
LEHAR,Lehar Footwears Ltd,Footwear,BSE
LEHIL,Lotus Eye Hospital And Institute Ltd,Healthcare Facilities,BSE
LELAVOIR,LE Lavoir Ltd,Comm.Trading  & Distribution,BSE
LEMONTREE,Lemon Tree Hotels Limited,Hotels,NSE
LEMONTREE,Lemon Tree Hotels Limited,Hotels,BSE
LERTHAI,Lerthai Finance Ltd,Construction Materials,BSE
LESHAIND,LESHA INDUSTRIES LTD.,Investment Companies,BSE
LEX,Lex Nimble Solutions Ltd,Consulting Services,BSE
LFIC,Lakshmi Finance & Industrial Corporation Limited,,NSE
LGBBROSLTD,LG Balakrishnan & Bros Limited,Auto Parts & Equipment,NSE
LGBBROSLTD,LG Balakrishnan & Bros Limited,Auto Parts & Equipment,BSE
LGBFORGE,LGB Forge Limited,Other Industrial Products,BSE
LGBFORGE,LGB Forge Limited,Other Industrial Products,NSE
LIBAS,Libas Consumer Products Limited,,NSE
LIBERTSHOE,Liberty Shoes Limited,Footwear,BSE
LIBERTSHOE,Liberty Shoes Limited,Footwear,NSE
LIBORD,LIBORD SECURITIES LTD.,Other Financial Services,BSE
LIBORDFIN,Libord Finance Ltd,Finance (including NBFCs),BSE
LICHSGFIN,LIC Housing Finance Limited,Housing Finance ,NSE
LICHSGFIN,LIC Housing Finance Limited,Housing Finance ,BSE
LICNETFN50,LIC MF EXCHANGE TRADED FUND- NIFTY 50, ,BSE
LICNETFSEN,LIC MF EXCHANGE TRADED FUND- SENSEX, ,BSE
LICNFNHGP,LIC MF Exchange Traded Fund- NIFTY 100, ,BSE
LIKHAMI,Likhami Consulting Ltd,Consulting Services,BSE
LIKHITHA,Likhitha Infrastructure Limited,Construction & Engineering,NSE
LIKHITHA,Likhitha Infrastructure Limited,Construction & Engineering,BSE
LIMECHM,LIME CHEMICALS LTD.,Commodity Chemicals,BSE
LINAKS,LINAKS MICROELECTRONICS LTD.,Electronic Components,BSE
LINCOLN,Lincoln Pharmaceuticals Limited,,NSE
LINCOPH,LINCOLN PHARMACEUTICALS LTD.,Pharmaceuticals,BSE
LINCPEN,Linc Pen & Plastics Limited,,NSE
LINCPENQ,LINC PEN & PLASTICS LTD.-$,Non-Durable Household Prod.,BSE
LINDEINDIA,Linde India Limited,Industrial Gases,NSE
LINDEINDIA,Linde India Limited,Industrial Gases,BSE
LINKPH,LINK PHARMA CHEM LTD.,Commodity Chemicals,BSE
LIPPISYS,LIPPI SYSTEMS LTD.-$,Industrial Machinery,BSE
LKPFIN,LKP Finance Limited,Other Financial Services,BSE
LKPSEC,LKP Securities Ltd,Other Financial Services,BSE
LLFICL,Leading Leasing Finance And Investment Company Ltd,Other Financial Services,BSE
LLOYDSME,LLOYDS METALS AND ENERGY LTD.,Iron & Steel/Interm.Products,BSE
LLOYDSTEEL,Lloyds Steels Industries Ltd,Industrial Machinery,BSE
LOHIASEC,LOHIA SECURITIES LTD.,Other Financial Services,BSE
LOKESHMACH,Lokesh Machines Limited,Industrial Machinery,NSE
LOKESHMACH,Lokesh Machines Limited,Industrial Machinery,BSE
LONTE,LONGVIEW TEA COMPANY LTD.,Tea & Coffee,BSE
LOOKS,Looks Health Services Limited,Healthcare Facilities,BSE
LORDSCHLO,LORDS CHLORO ALKALI LTD.,Commodity Chemicals,BSE
LORDSHOTL,Lords Ishwar Hotels Limited,Hotels,BSE
LOTUSCHO,LOTUS CHOCOLATE CO.LTD.,Packaged Foods,BSE
LOTUSEYE,Lotus Eye Hospital and Institute Limited,,NSE
LOVABLE,Lovable Lingerie Limited,Other Apparels & Accessories,NSE
LOVABLE,Lovable Lingerie Limited,Other Apparels & Accessories,BSE
LOYAL,Loyal Equipments Ltd,Industrial Machinery,BSE
LOYALTEX,LOYAL TEXTILE MILLS LTD.-$,Textiles,BSE
LPDC,Landmark Property Development Company Limited,Realty,BSE
LPDC,Landmark Property Development Company Limited,Realty,NSE
LSIL,Lloyds Steels Industries Limited,,NSE
LT,Larsen & Toubro Limited,Construction & Engineering,NSE
LT,Larsen & Toubro Limited,Construction & Engineering,BSE
LTI,Larsen & Toubro Infotech Limited,IT Consulting & Software,BSE
LTI,Larsen & Toubro Infotech Limited,IT Consulting & Software,NSE
LTTS,L&T Technology Services Limited,Internet Software & Services,NSE
LTTS,L&T Technology Services Limited,Internet Software & Services,BSE
LUDLOWJUT,LUDLOW JUTE & SPECIALITIES LTD.,Jute & Jute Products,BSE
LUHARUKA,Luharuka Media & Infra Ltd,Realty,BSE
LUMAXIND,Lumax Industries Limited,Auto Parts & Equipment,NSE
LUMAXIND,Lumax Industries Limited,Auto Parts & Equipment,BSE
LUMAXTECH,Lumax Auto Technologies Limited,Auto Parts & Equipment,BSE
LUMAXTECH,Lumax Auto Technologies Limited,Auto Parts & Equipment,NSE
LUPIN,Lupin Limited,Pharmaceuticals,BSE
LUPIN,Lupin Limited,Pharmaceuticals,NSE
LUXIND,Lux Industries Limited,Other Apparels & Accessories,BSE
LUXIND,Lux Industries Limited,Other Apparels & Accessories,NSE
LWSKNIT,LWS KNITWEAR LTD.,Comm.Trading  & Distribution,BSE
LXCHEM,Laxmi Organic Industries Limited,Specialty Chemicals,BSE
LXCHEM,Laxmi Organic Industries Limited,Specialty Chemicals,NSE
LXMIATO,LAKSHMI AUTOMATIC LOOM WORKS LTD.,Industrial Machinery,BSE
LYKALABS,Lyka Labs Limited,Pharmaceuticals,NSE
LYKALABS,Lyka Labs Limited,Pharmaceuticals,BSE
LYKISLTD,Lykis Limited,Personal Products,BSE
LYNMC,LYNX MACHINERY & COMMERCIALS LTD.,Industrial Machinery,BSE
LYPSAGEMS,Lypsa Gems & Jewellery Limited,Other Apparels & Accessories,BSE
LYPSAGEMS,Lypsa Gems & Jewellery Limited,Other Apparels & Accessories,NSE
M&M,Mahindra & Mahindra Limited,Cars & Utility Vehicles,BSE
M&M,Mahindra & Mahindra Limited,Cars & Utility Vehicles,NSE
M&MFIN,Mahindra & Mahindra Financial Services Limited,Finance (including NBFCs),NSE
M&MFIN,Mahindra & Mahindra Financial Services Limited,Finance (including NBFCs),BSE
M100,Motilal Oswal Mutual Fund - Motilal Oswal MOSt Shares Midcap 100 ETF- Growth option, ,BSE
M50,Motilal Oswal MOSt Shares M50 ETF,Other Financial Services,BSE
MAANALU,Maan Aluminium Limited,Construction & Engineering,BSE
MAANALU,Maan Aluminium Limited,Construction & Engineering,NSE
MACH,Mac Hotels Ltd,Hotels,BSE
MACINTR,MACRO (INTERNATIONAL) EXPORTS LTD.,Comm.Trading  & Distribution,BSE
MACPLASQ,MACHINO PLASTICS LTD.-$,Plastic Products,BSE
MACPOWER,Macpower CNC Machines Limited,,NSE
MADHAV,Madhav Marbles and Granites Limited,Construction Materials,BSE
MADHAV,Madhav Marbles and Granites Limited,Construction Materials,NSE
MADHAVIPL,Madhav Infra Projects Ltd,Construction & Engineering,BSE
MADHUCON,Madhucon Projects Limited,Construction & Engineering,BSE
MADHUCON,Madhucon Projects Limited,Construction & Engineering,NSE
MADHUDIN,MADHUSUDAN INDUSTRIES LTD.,Edible Oils,BSE
MADHUSE,MADHUSUDAN SECURITIES LTD.,Finance (including NBFCs),BSE
MADHUVEER,Madhuveer Com 18 Network Ltd,Pharmaceuticals,BSE
MADRASFERT,Madras Fertilizers Limited,Fertilizers,BSE
MADRASFERT,Madras Fertilizers Limited,Fertilizers,NSE
MAESGETF,Mirae Asset ESG Sector Leaders ETF, ,BSE
MAFATIND,MAFATLAL INDUSTRIES LTD.-$,Textiles,BSE
MAGADHSUGAR,Magadh Sugar & Energy Ltd,Sugar,BSE
MAGADSUGAR,Magadh Sugar & Energy Limited,,NSE
MAGANTR,MAGNANIMOUS TRADE & FINANCE LTD.,Misc.Commercial Services,BSE
MAGMA,Magma Fincorp Limited,Finance (including NBFCs),BSE
MAGMA,Magma Fincorp Limited,Finance (including NBFCs),NSE
MAGNAELQ,MAGNA ELECTRO CASTINGS LTD.-$,Other Industrial Products,BSE
MAGNUM,Magnum Ventures Limited,Paper & Paper Products,NSE
MAGNUM,Magnum Ventures Limited,Paper & Paper Products,BSE
MAHAANF,MAHAAN FOODS LTD.,Packaged Foods,BSE
MAHABANK,Bank of Maharashtra,Banks,NSE
MAHABANK,Bank of Maharashtra,Banks,BSE
MAHACORP,MAHARASHTRA CORPORATION LTD.,Comm.Trading  & Distribution,BSE
MAHALXSE,MAHALAXMI SEAMLESS LTD.-$,Iron & Steel Products,BSE
MAHANIN,MAHAN INDUSTRIES LTD.,Comm.Trading  & Distribution,BSE
MAHAPEXLTD,Maha Rashtra Apex Corporation Limited,Finance (including NBFCs),NSE
MAHAPEXLTD,Maha Rashtra Apex Corporation Limited,Finance (including NBFCs),BSE
MAHASTEEL,Mahamaya Steel Industries Limited,Iron & Steel Products,BSE
MAHASTEEL,Mahamaya Steel Industries Limited,Iron & Steel Products,NSE
MAHAVIRIND,Mahavir Industries Limited,Copper,BSE
MAHEPC,Mahindra EPC Irrigation Limited,Plastic Products,NSE
MAHEPC,Mahindra EPC Irrigation Limited,Plastic Products,BSE
MAHESH,Mahesh Developers Ltd,Realty,BSE
MAHESHWARI,Maheshwari Logistics Limited,,NSE
MAHINDCIE,Mahindra CIE Automotive Limited,Other Industrial Products,BSE
MAHINDCIE,Mahindra CIE Automotive Limited,Other Industrial Products,NSE
MAHLIFE,Mahindra Lifespace Developers Limited,Realty,NSE
MAHLIFE,Mahindra Lifespace Developers Limited,Realty,BSE
MAHLOG,Mahindra Logistics Limited,Transportation - Logistics,NSE
MAHLOG,Mahindra Logistics Limited,Transportation - Logistics,BSE
MAHSCOOTER,Maharashtra Scooters Limited,Investment Companies,NSE
MAHSCOOTER,Maharashtra Scooters Limited,Investment Companies,BSE
MAHSEAMLES,Maharashtra Seamless Limited,Construction & Engineering,NSE
MAHSEAMLES,Maharashtra Seamless Limited,Construction & Engineering,BSE
MAHSHRE,MAHASHREE TRADING LTD.,Comm.Trading  & Distribution,BSE
MAINFRA,MARUTI INFRASTRUCTURE LTD.,Construction & Engineering,BSE
MAITHANALL,Maithan Alloys Limited,Iron & Steel/Interm.Products,BSE
MAITHANALL,Maithan Alloys Limited,Iron & Steel/Interm.Products,NSE
MAITRI,Maitri Enterprises Ltd,Aluminium,BSE
MAJESAUT,MAJESTIC AUTO LTD.-$,2/3 Wheelers,BSE
MAJESCO,Majesco Limited,,NSE
MAKERSL,MAKERS LABORATORIES LTD.-$,Pharmaceuticals,BSE
MAL,Meyer Apparel Ltd,Other Apparels & Accessories,BSE
MALLCOM,Mallcom (India) Ltd,Other Apparels & Accessories,BSE
MALUPAPER,Malu Paper Mills Limited,Paper & Paper Products,NSE
MALUPAPER,Malu Paper Mills Limited,Paper & Paper Products,BSE
MAN50ETF,MIRAE ASSET NIFTY 50 ETF (MAN50ETF), ,BSE
MANAKALUCO,Manaksia Aluminium Company Limited,,NSE
MANAKCOAT,Manaksia Coated Metals & Industries Limited,,NSE
MANAKSIA,Manaksia Limited,Containers & Packaging,NSE
MANAKSIA,Manaksia Limited,Containers & Packaging,BSE
MANAKSTEEL,Manaksia Steels Limited,,NSE
MANAKSTELTD,Manaksia Steels Ltd,Iron & Steel/Interm.Products,BSE
MANALIPETC,Manali Petrochemicals Limited,Petrochemicals,NSE
MANALIPETC,Manali Petrochemicals Limited,Petrochemicals,BSE
MANAPPURAM,Manappuram Finance Limited,Finance (including NBFCs),NSE
MANAPPURAM,Manappuram Finance Limited,Finance (including NBFCs),BSE
MANAS,Manas Properties Ltd,Realty,BSE
MANCREDIT,MANGAL CREDIT AND FINCORP LTD.,Finance (including NBFCs),BSE
MANGALAM,Mangalam Drugs And Organics Limited,Pharmaceuticals,NSE
MANGALAM,Mangalam Drugs And Organics Limited,Pharmaceuticals,BSE
MANGCHEFER,Mangalore Chemicals & Fertilizers Limited,Fertilizers,BSE
MANGCHEFER,Mangalore Chemicals & Fertilizers Limited,Fertilizers,NSE
MANGIND,Mangalam Industrial Finance Ltd,Finance (including NBFCs),BSE
MANGLMCEM,Mangalam Cement Limited,Cement & Cement Products,BSE
MANGLMCEM,Mangalam Cement Limited,Cement & Cement Products,NSE
MANGTIMBER,Mangalam Timber Products Limited,Forest Products,NSE
MANGTIMBER,Mangalam Timber Products Limited,Forest Products,BSE
MANINDS,Man Industries (India) Limited,Construction & Engineering,NSE
MANINDS,Man Industries (India) Limited,Construction & Engineering,BSE
MANINFRA,Man Infraconstruction Limited,Construction & Engineering,NSE
MANINFRA,Man Infraconstruction Limited,Construction & Engineering,BSE
MANJEERA,MANJEERA CONSTRUCTIONS LTD.,Realty,BSE
MANOMAY,Manomay Tex India Ltd,Textiles,BSE
MANORAMA,Manorama Industries Ltd,Other Food Products,BSE
MANORG,Mangalam Organics Limited,Commodity Chemicals,BSE
MANRAJH,MANRAJ HOUSING FINANCE LTD.,Housing Finance ,BSE
MANSIFIN,MANSI FINANCE (CHENNAI) LTD.,Finance (including NBFCs),BSE
MANUGRAPH,Manugraph India Limited,Industrial Machinery,BSE
MANUGRAPH,Manugraph India Limited,Industrial Machinery,NSE
MANXT50ETF,Mirae Asset Nifty Next 50 ETF (MANXT50ETF), ,BSE
MARALOVER,Maral Overseas Limited,Textiles,NSE
MARALOVER,Maral Overseas Limited,Textiles,BSE
MARATHON,Marathon Nextgen Realty Limited,Realty,BSE
MARATHON,Marathon Nextgen Realty Limited,Realty,NSE
MARBU,MARTIN BURN LTD.,Realty,BSE
MARG,MARG LTD.,Realty,BSE
MARGOFIN,Margo Finance Limited,Finance (including NBFCs),BSE
MARICO,Marico Limited,Personal Products,BSE
MARICO,Marico Limited,Personal Products,NSE
MARINE,Marine Electricals (India) Limited,,NSE
MARIS,MARIS SPINNERS LTD.-$,Textiles,BSE
MARKSANS,Marksans Pharma Limited,Pharmaceuticals,NSE
MARKSANS,Marksans Pharma Limited,Pharmaceuticals,BSE
MARUTI,Maruti Suzuki India Limited,Cars & Utility Vehicles,NSE
MARUTI,Maruti Suzuki India Limited,Cars & Utility Vehicles,BSE
MARUTISE,MARUTI SECURITIES LTD.,Finance (including NBFCs),BSE
MASCH,MASTER CHEMICALS LTD.,Textiles,BSE
MASFIN,MAS Financial Services Limited,Finance (including NBFCs),BSE
MASFIN,MAS Financial Services Limited,Finance (including NBFCs),NSE
MASKINVEST,Mask Investments Limited,,NSE
MASL,MAX ALERT SYSTEMS LTD.,Industrial Machinery,BSE
MASTEK,Mastek Limited,IT Software Products,BSE
MASTEK,Mastek Limited,IT Software Products,NSE
MASTERTR,MASTER TRUST LTD.,Finance (including NBFCs),BSE
MATHEWE,MATHEW EASOW RESEARCH SECURITIES LTD.,Finance (including NBFCs),BSE
MATRIMONY,Matrimony.Com Limited,Internet Software & Services,NSE
MATRIMONY,Matrimony.Com Limited,Internet Software & Services,BSE
MAWANASUG,Mawana Sugars Limited,Sugar,BSE
MAWANASUG,Mawana Sugars Limited,Sugar,NSE
MAXHEALTH,Max Healthcare Institute Limited,Healthcare Facilities,NSE
MAXHEALTH,Max Healthcare Institute Limited,Healthcare Facilities,BSE
MAXHEIGHTS,MAXHEIGHTS INFRASTRUCTURE LTD.,Realty,BSE
MAXIMUS,Maximus International Ltd,Comm.Trading  & Distribution,BSE
MAXIND,Max India Limited,,NSE
MAXINDIA,Max India Ltd,Holding Companies,BSE
MAXVIL,Max Ventures and Industries Limited,Holding Companies,BSE
MAXVIL,Max Ventures and Industries Limited,Holding Companies,NSE
MAYUKH,Mayukh Dealtrade Ltd,Distributors,BSE
MAYUR,MAYUR LEATHER PRODUCTS LTD.,Other Apparels & Accessories,BSE
MAYURFL,MAYUR FLOORINGS LTD.,Construction Materials,BSE
MAYURUNIQ,Mayur Uniquoters Ltd,Textiles,NSE
MAYURUNIQ,Mayur Uniquoters Ltd,Textiles,BSE
MAZDA,Mazda Limited,,NSE
MAZDALTD,MAZDA LTD.-$,Industrial Machinery,BSE
MAZDOCK,Mazagon Dock Shipbuilders Limited,Defence,NSE
MAZDOCK,Mazagon Dock Shipbuilders Limited,Defence,BSE
MBAPL,Madhya Bharat Agro Products Limited,,NSE
MBECL,Mcnally Bharat Engineering Company Limited,Construction & Engineering,NSE
MBECL,Mcnally Bharat Engineering Company Limited,Construction & Engineering,BSE
MBLINFRA,MBL Infrastructures Limited,Construction & Engineering,BSE
MBLINFRA,MBL Infrastructures Limited,Construction & Engineering,NSE
MCCHRLS-B,MAC CHARLES (INDIA) LTD.,Hotels,BSE
MCDHOLDING,McDowell Holdings Limited,Investment Companies,NSE
MCDHOLDING,McDowell Holdings Limited,Investment Companies,BSE
MCDOWELL-N,United Spirits Limited,,NSE
MCL,Madhav Copper Limited,,NSE
MCLEODRUSS,Mcleod Russel India Limited,Tea & Coffee,NSE
MCLEODRUSS,Mcleod Russel India Limited,Tea & Coffee,BSE
MCLOUD,Magellanic Cloud Ltd,IT Consulting & Software,BSE
MCLTD,Munoth Communication Ltd,Other Financial Services,BSE
MCX,Multi Commodity Exchange of India Limited,Investment Companies,BSE
MCX,Multi Commodity Exchange of India Limited,Investment Companies,NSE
MDRNSTL,MODERN STEELS LTD.-$,Iron & Steel/Interm.Products,BSE
MEDICAMEQ,MEDICAMEN BIOTECH LTD.-$,Pharmaceuticals,BSE
MEDICAPQ,MEDI-CAPS LTD.-$,Pharmaceuticals,BSE
MEDICO,Medico Remedies Ltd,Pharmaceuticals,BSE
MEDINOV,MEDINOVA DIAGNOSTIC SERVICES LTD.,Healthcare Services,BSE
MEERA,Meera Industries Ltd,Industrial Machinery,BSE
MEFCOMCAP,MEFCOM CAPITAL MARKETS LTD.,Finance (including NBFCs),BSE
MEGACOR,MEGA CORPORATION LTD.,Finance (including NBFCs),BSE
MEGASOFT,Megasoft Limited,IT Software Products,NSE
MEGASOFT,Megasoft Limited,IT Software Products,BSE
MEGASTAR,Megastar Foods Ltd,Other Food Products,BSE
MEGFI,MEGA FIN (INDIA) LTD.,Misc.Commercial Services,BSE
MEGH,Meghmani Organics Limited,Specialty Chemicals,BSE
MEGH,Meghmani Organics Limited,Specialty Chemicals,NSE
MEGLON,MEGLON INFRA-REAL (INDIA) LTD.,Finance (including NBFCs),BSE
MEGRISOFT,Megri Soft Ltd,Internet Software & Services,BSE
MEHAI,Mehai Technology Ltd,Comm.Trading  & Distribution,BSE
MEHIF,MEHTA INTEGRATED FINANCE LTD.,Finance (including NBFCs),BSE
MEHSECU,MEHTA SECURITIES LTD.,Other Financial Services,BSE
MEL,Meenakshi Enterprises Ltd,Finance (including NBFCs),BSE
MELSTAR,Melstar Information Technologies Limited,IT Software Products,NSE
MELSTAR,Melstar Information Technologies Limited,IT Software Products,BSE
MENAMANI,Mena Mani Industries Ltd,Finance (including NBFCs),BSE
MENNPIS,MENON PISTONS LTD.,Auto Parts & Equipment,BSE
MENONBE,Menon Bearings Limited,Auto Parts & Equipment,BSE
MENONBE,Menon Bearings Limited,Auto Parts & Equipment,NSE
MEP,MEP Infrastructure Developers Limited,Roads & Highways,BSE
MEP,MEP Infrastructure Developers Limited,Roads & Highways,NSE
MERCANTILE,Mercantile Ventures Ltd,Misc.Commercial Services,BSE
MERCATOR,Mercator Limited,Shipping,BSE
MERCATOR,Mercator Limited,Shipping,NSE
MERCTRD,MERCURY TRADE LINKS LTD.,Misc.Commercial Services,BSE
MERCURYLAB,Mercury Laboratories Ltd,Pharmaceuticals,BSE
MESCON,Mideast Integrated Steels Ltd,Iron & Steel/Interm.Products,BSE
MESPHAR-B,MESCO PHARMACEUTICALS LTD.,Pharmaceuticals,BSE
METALCO,METAL COATINGS (INDIA) LTD.,Iron & Steel Products,BSE
METALFORGE,Metalyst Forgings Limited,Other Industrial Products,BSE
METALFORGE,Metalyst Forgings Limited,Other Industrial Products,NSE
METROGLOBL,Metroglobal Limited,Paper & Paper Products,BSE
METROPOLIS,Metropolis Healthcare Limited,Healthcare Services,NSE
METROPOLIS,Metropolis Healthcare Limited,Healthcare Services,BSE
METSL,Maestros Electronics & Telecommunications Systems Ltd,Electronic Components,BSE
MEWATZI,MEWAT ZINC LTD.,Zinc,BSE
MFLINDIA,MFL INDIA LTD.,Transportation - Logistics,BSE
MFSINTRCRP,MFS INTERCORP LTD.,Iron & Steel/Interm.Products,BSE
MFSL,Max Financial Services Limited,Life Insurance,BSE
MFSL,Max Financial Services Limited,Life Insurance,NSE
MGEL,Mangalam Global Enterprise Limited,,NSE
MGL,Mahanagar Gas Limited,Utilities:Non-Elec.,NSE
MGL,Mahanagar Gas Limited,Utilities:Non-Elec.,BSE
MHEL,Mewar Hi-Tech Engineering Ltd,Construction & Engineering,BSE
MHLXMIRU,MAHALAXMI RUBTECH LTD.,Other Industrial Products,BSE
MHRIL,Mahindra Holidays & Resorts India Limited,Hotels,NSE
MHRIL,Mahindra Holidays & Resorts India Limited,Hotels,BSE
MHSGRMS,MAHASAGAR TRAVELS LTD.,Surface Transportation,BSE
MIC,MIC Electronics Limited,Electronic Components,NSE
MIC,MIC Electronics Limited,Electronic Components,BSE
MICROSE,MICROSE INDIA LTD.,Finance (including NBFCs),BSE
MIDEASTP,MID EAST PORTFOLIO MANAGEMENT LTD.,Other Financial Services,BSE
MIDHANI,Mishra Dhatu Nigam Limited,Iron & Steel Products,NSE
MIDHANI,Mishra Dhatu Nigam Limited,Iron & Steel Products,BSE
MIDINDIA,MID INDIA INDUSTRIES LTD.,Textiles,BSE
MIDINFRA,Midas Infra Trade Limited,Finance (including NBFCs),BSE
MIDWEST,MIDWEST GOLD LTD.,Construction Materials,BSE
MIHIKA,Mihika Industries Ltd,Comm.Trading  & Distribution,BSE
MIL,Medico Intercontinental Ltd,Other Financial Services,BSE
MILEFUR,Milestone Furniture Ltd,Furniture-Furnishing-Paints,BSE
MILESTONE,MILESTONE GLOBAL LTD.,Construction Materials,BSE
MILLENNIUM,Millennium Online Solutions ( India ) Ltd,Misc.Commercial Services,BSE
MINAXI,MINAXI TEXTILES LTD.,Textiles,BSE
MINDACORP,Minda Corporation Limited,Auto Parts & Equipment,BSE
MINDACORP,Minda Corporation Limited,Auto Parts & Equipment,NSE
MINDAIND,Minda Industries Limited,Auto Parts & Equipment,NSE
MINDAIND,Minda Industries Limited,Auto Parts & Equipment,BSE
MINDTECK,Mindteck (India) Limited,IT Software Products,NSE
MINDTECK,Mindteck (India) Limited,IT Software Products,BSE
MINDTREE,MindTree Limited,IT Consulting & Software,NSE
MINDTREE,MindTree Limited,IT Consulting & Software,BSE
MINFY,Mahaveer Infoway Ltd,IT Consulting & Software,BSE
MINID,MINI DIAMONDS (INDIA) LTD.,Other Apparels & Accessories,BSE
MINOLTAF,MINOLTA FINANCE LTD.,Finance (including NBFCs),BSE
MIRCELECTR,MIRC Electronics Limited,Consumer Electronics,NSE
MIRCELECTR,MIRC Electronics Limited,Consumer Electronics,BSE
MIRCH,Mirch Technologies (India) Ltd,Industrial Machinery,BSE
MIRZAINT,Mirza International Limited,Footwear,BSE
MIRZAINT,Mirza International Limited,Footwear,NSE
MISHKA,Mishka Exim Ltd,Other Apparels & Accessories,BSE
MISHTANN,Mishtann Foods Ltd,Other Agricultural Products,BSE
MISQUITA,Misquita Engineering Ltd,Industrial Machinery,BSE
MITSHI,Mitshi India Ltd,Comm.Trading  & Distribution,BSE
MITSU,Mitsu Chem Plast Ltd,Containers & Packaging,BSE
MITTAL,Mittal Life Style Limited,,NSE
MIVENMACH,MIVEN MACHINE TOOLS LTD.,Other Industrial Goods,BSE
MJCO,Majesco Ltd,IT Consulting & Software,BSE
MKEXIM,M.K. Exim (India) Ltd,Textiles,BSE
MKTCREAT,MARKET CREATORS LTD.,Other Financial Services,BSE
MLKFOOD,MILKFOOD LTD.,Packaged Foods,BSE
MMFL,MM Forgings Limited,Other Industrial Products,NSE
MMFL,MM Forgings Limited,Other Industrial Products,BSE
MMLF,Money Masters Leasing & Finance Ltd,Finance (including NBFCs),BSE
MMP,MMP Industries Limited,,NSE
MMRUBBR-B,MM RUBBER COMPANY LTD.,Auto Tyres & Rubber Products,BSE
MMTC,MMTC Limited,Comm.Trading  & Distribution,NSE
MMTC,MMTC Limited,Comm.Trading  & Distribution,BSE
MMWL,MEDIA MATRIX WORLDWIDE LTD.,Movies & Entertainment,BSE
MNIL,Mega Nirman and Industries Ltd,Realty,BSE
MNKALCOLTD,Manaksia Aluminium Company Ltd,Aluminium,BSE
MNKCMILTD,Manaksia Coated Metals & Industries Ltd,Iron & Steel/Interm.Products,BSE
MNPLFIN,MANIPAL FINANCE CORPORATION LTD.,Finance (including NBFCs),BSE
MODAIRY,MODERN DAIRIES LTD.,Packaged Foods,BSE
MODCL,Modern Converters Ltd,Other Agricultural Products,BSE
MODERN,MODERN INDIA LTD.-$,Comm.Trading  & Distribution,BSE
MODINATUR,Modi Naturals Limited,Other Agricultural Products,BSE
MODINSU,MODERN INSULATORS LTD.,Other Elect.Equip./ Prod.,BSE
MODIPON,MODIPON LTD.,Agrochemicals,BSE
MODIRUBBER,Modi Rubber Limited,Auto Tyres & Rubber Products,BSE
MODIRUBBER,Modi Rubber Limited,Auto Tyres & Rubber Products,NSE
MODISNME,MODISON METALS LTD.-$,Other Elect.Equip./ Prod.,BSE
MODRNSH,MODERN SHARES & STOCKBROKERS LTD.,Other Financial Services,BSE
MODULEX,Modulex Construction Technologies Ltd,Construction & Engineering,BSE
MODWOOL,MODELLA WOOLLENS LTD.,Comm.Trading  & Distribution,BSE
MOHITE,Mohite Industries Ltd,Textiles,BSE
MOHITIND,Mohit Industries Limited,Textiles,BSE
MOHITIND,Mohit Industries Limited,Textiles,NSE
MOHITPPR,MOHIT PAPER MILLS LTD.,Paper & Paper Products,BSE
